playerID,awardID,yearID,lgID,tie,notes
raderdo02,Gold Glove,1971,NL,,3B
robinbr01,Gold Glove,1971,AL,,3B
scottge02,Gold Glove,1971,AL,,1B
yastrca01,Gold Glove,1971,AL,,OF
torrejo01,Hutch Award,1971,ML,,
killeha01,Lou Gehrig Memorial Award,1971,ML,,
torrejo01,Major League Player of the Year,1971,ML,,
bluevi01,MVP,1971,AL,,
torrejo01,MVP,1971,NL,,
mayswi01,Roberto Clemente Award,1971,ML,,
chambch01,Rookie of the Year,1971,AL,,
williea02,Rookie of the Year,1971,NL,,
bluevi01,TSN Pitcher of the Year,1971,AL,,
jenkife01,TSN Pitcher of the Year,1971,NL,,
clemero01,WS MVP,1971,ML,,
morgajo02,AS MVP,1972,ML,,
tenacge01,Babe Ruth Award,1972,AL,,C
carltst01,Cy Young,1972,NL,,
perryga01,Cy Young,1972,AL,,
benchjo01,Gold Glove,1972,NL,,C
berryke01,Gold Glove,1972,AL,,OF
blairpa01,Gold Glove,1972,AL,,OF
bowala01,Gold Glove,1972,NL,,SS
brinked01,Gold Glove,1972,AL,,SS
cedence01,Gold Glove,1972,NL,,OF
clemero01,Gold Glove,1972,NL,,OF
daviswi02,Gold Glove,1972,NL,,OF
fiskca01,Gold Glove,1972,AL,,C
gibsobo01,Gold Glove,1972,NL,,P
griffdo01,Gold Glove,1972,AL,,2B
kaatji01,Gold Glove,1972,AL,,P
millafe01,Gold Glove,1972,NL,,2B
murcebo01,Gold Glove,1972,AL,,OF
parkewe01,Gold Glove,1972,NL,,1B
raderdo02,Gold Glove,1972,NL,,3B
robinbr01,Gold Glove,1972,AL,,3B
scottge02,Gold Glove,1972,AL,,1B
tolanbo01,Hutch Award,1972,ML,,
parkewe01,Lou Gehrig Memorial Award,1972,ML,,
willibi01,Major League Player of the Year,1972,ML,,
allendi01,MVP,1972,AL,,
benchjo01,MVP,1972,NL,,
robinbr01,Roberto Clemente Award,1972,ML,,
fiskca01,Rookie of the Year,1972,AL,,
matlajo01,Rookie of the Year,1972,NL,,
carltst01,Triple Crown,1972,NL,,
carltst01,TSN Pitcher of the Year,1972,NL,,
woodwi01,TSN Pitcher of the Year,1972,AL,,
tenacge01,WS MVP,1972,ML,,
bondsbo01,AS MVP,1973,ML,,
campabe01,Babe Ruth Award,1973,AL,,SS
palmeji01,Cy Young,1973,AL,,
seaveto01,Cy Young,1973,NL,,
belanma01,Gold Glove,1973,AL,,SS
benchjo01,Gold Glove,1973,NL,,C
blairpa01,Gold Glove,1973,AL,,OF
bondsbo01,Gold Glove,1973,NL,,OF
cedence01,Gold Glove,1973,NL,,OF
daviswi02,Gold Glove,1973,NL,,OF
gibsobo01,Gold Glove,1973,NL,,P
grichbo01,Gold Glove,1973,AL,,2B
jorgemi01,Gold Glove,1973,NL,,1B
kaatji01,Gold Glove,1973,AL,,P
metzgro01,Gold Glove,1973,NL,,SS
morgajo02,Gold Glove,1973,NL,,2B
munsoth01,Gold Glove,1973,AL,,C
otisam01,Gold Glove,1973,AL,,OF
raderdo02,Gold Glove,1973,NL,,3B
robinbr01,Gold Glove,1973,AL,,3B
scottge02,Gold Glove,1973,AL,,1B
stanlmi01,Gold Glove,1973,AL,,OF
hillejo01,Hutch Award,1973,ML,,
santoro01,Lou Gehrig Memorial Award,1973,ML,,
jacksre01,Major League Player of the Year,1973,ML,,
jacksre01,MVP,1973,AL,,
rosepe01,MVP,1973,NL,,
kalinal01,Roberto Clemente Award,1973,ML,,
bumbral01,Rookie of the Year,1973,AL,,
matthga01,Rookie of the Year,1973,NL,,
bryanro01,TSN Pitcher of the Year,1973,NL,,
palmeji01,TSN Pitcher of the Year,1973,AL,,
jacksre01,WS MVP,1973,ML,,
garvest01,AS MVP,1974,ML,,
greendi01,Babe Ruth Award,1974,AL,,2B
hunteca01,Cy Young,1974,AL,,
marshmi01,Cy Young,1974,NL,,
belanma01,Gold Glove,1974,AL,,SS
benchjo01,Gold Glove,1974,NL,,C
blairpa01,Gold Glove,1974,AL,,OF
bondsbo01,Gold Glove,1974,NL,,OF
cedence01,Gold Glove,1974,NL,,OF
conceda01,Gold Glove,1974,NL,,SS
garvest01,Gold Glove,1974,NL,,1B
geronce01,Gold Glove,1974,NL,,OF
grichbo01,Gold Glove,1974,AL,,2B
kaatji01,Gold Glove,1974,AL,,P
messean01,Gold Glove,1974,NL,,P
morgajo02,Gold Glove,1974,NL,,2B
munsoth01,Gold Glove,1974,AL,,C
otisam01,Gold Glove,1974,AL,,OF
raderdo02,Gold Glove,1974,NL,,3B
robinbr01,Gold Glove,1974,AL,,3B
rudijo01,Gold Glove,1974,AL,,OF
scottge02,Gold Glove,1974,AL,,1B
thompda01,Hutch Award,1974,ML,,
stargwi01,Lou Gehrig Memorial Award,1974,ML,,
brocklo01,Major League Player of the Year,1974,ML,,
burroje01,MVP,1974,AL,,
garvest01,MVP,1974,NL,,
stargwi01,Roberto Clemente Award,1974,ML,,
hargrmi01,Rookie of the Year,1974,AL,,
mcbriba01,Rookie of the Year,1974,NL,,
hunteca01,TSN Pitcher of the Year,1974,AL,,
marshmi01,TSN Pitcher of the Year,1974,NL,,
fingero01,WS MVP,1974,ML,,
madlobi01,AS MVP,1975,ML,Y,
matlajo01,AS MVP,1975,ML,Y,
tiantlu01,Babe Ruth Award,1975,AL,,P
palmeji01,Cy Young,1975,AL,,
seaveto01,Cy Young,1975,NL,,
belanma01,Gold Glove,1975,AL,,SS
benchjo01,Gold Glove,1975,NL,,C
blairpa01,Gold Glove,1975,AL,,OF
cedence01,Gold Glove,1975,NL,,OF
conceda01,Gold Glove,1975,NL,,SS
garvest01,Gold Glove,1975,NL,,1B
geronce01,Gold Glove,1975,NL,,OF
grichbo01,Gold Glove,1975,AL,,2B
kaatji01,Gold Glove,1975,AL,,P
lynnfr01,Gold Glove,1975,AL,,OF
maddoga01,Gold Glove,1975,NL,,OF
messean01,Gold Glove,1975,NL,,P
morgajo02,Gold Glove,1975,NL,,2B
munsoth01,Gold Glove,1975,AL,,C
reitzke01,Gold Glove,1975,NL,,3B
robinbr01,Gold Glove,1975,AL,,3B
rudijo01,Gold Glove,1975,AL,,OF
scottge02,Gold Glove,1975,AL,,1B
nolanga01,Hutch Award,1975,ML,,
benchjo01,Lou Gehrig Memorial Award,1975,ML,,
morgajo02,Major League Player of the Year,1975,ML,,
lynnfr01,MVP,1975,AL,,
morgajo02,MVP,1975,NL,,
brocklo01,Roberto Clemente Award,1975,ML,,
lynnfr01,Rookie of the Year,1975,AL,,
montejo01,Rookie of the Year,1975,NL,,
palmeji01,TSN Pitcher of the Year,1975,AL,,
seaveto01,TSN Pitcher of the Year,1975,NL,,
rosepe01,WS MVP,1975,ML,,
fostege01,AS MVP,1976,ML,,
benchjo01,Babe Ruth Award,1976,NL,,C
jonesra01,Cy Young,1976,NL,,
palmeji01,Cy Young,1976,AL,,
belanma01,Gold Glove,1976,AL,,SS
benchjo01,Gold Glove,1976,NL,,C
cedence01,Gold Glove,1976,NL,,OF
conceda01,Gold Glove,1976,NL,,SS
evansdw01,Gold Glove,1976,AL,,OF
garvest01,Gold Glove,1976,NL,,1B
geronce01,Gold Glove,1976,NL,,OF
grichbo01,Gold Glove,1976,AL,,2B
kaatji01,Gold Glove,1976,NL,,P
maddoga01,Gold Glove,1976,NL,,OF
manniri01,Gold Glove,1976,AL,,OF
morgajo02,Gold Glove,1976,NL,,2B
palmeji01,Gold Glove,1976,AL,,P
rodriau01,Gold Glove,1976,AL,,3B
rudijo01,Gold Glove,1976,AL,,OF
schmimi01,Gold Glove,1976,NL,,3B
scottge02,Gold Glove,1976,AL,,1B
sundbji01,Gold Glove,1976,AL,,C
johnto01,Hutch Award,1976,ML,,
suttodo01,Lou Gehrig Memorial Award,1976,ML,,
morgajo02,Major League Player of the Year,1976,ML,,
morgajo02,MVP,1976,NL,,
munsoth01,MVP,1976,AL,,
rosepe01,Roberto Clemente Award,1976,ML,,
campbbi02,Rolaids Relief,1976,AL,,
eastwra01,Rolaids Relief,1976,NL,,
fidryma01,Rookie of the Year,1976,AL,,
metzgbu01,Rookie of the Year,1976,NL,Y,
zachrpa01,Rookie of the Year,1976,NL,Y,
jonesra01,TSN Pitcher of the Year,1976,NL,,
palmeji01,TSN Pitcher of the Year,1976,AL,,
benchjo01,WS MVP,1976,ML,,
suttodo01,AS MVP,1977,ML,,
jacksre01,Babe Ruth Award,1977,AL,,OF
carltst01,Cy Young,1977,NL,,
lylesp01,Cy Young,1977,AL,,
belanma01,Gold Glove,1977,AL,,SS
benchjo01,Gold Glove,1977,NL,,C
beniqju01,Gold Glove,1977,AL,,OF
conceda01,Gold Glove,1977,NL,,SS
cowenal01,Gold Glove,1977,AL,,OF
garvest01,Gold Glove,1977,NL,,1B
geronce01,Gold Glove,1977,NL,,OF
kaatji01,Gold Glove,1977,NL,,P
maddoga01,Gold Glove,1977,NL,,OF
morgajo02,Gold Glove,1977,NL,,2B
nettlgr01,Gold Glove,1977,AL,,3B
palmeji01,Gold Glove,1977,AL,,P
parkeda01,Gold Glove,1977,NL,,OF
schmimi01,Gold Glove,1977,NL,,3B
spencji01,Gold Glove,1977,AL,,1B
sundbji01,Gold Glove,1977,AL,,C
whitefr01,Gold Glove,1977,AL,,2B
yastrca01,Gold Glove,1977,AL,,OF
mccovwi01,Hutch Award,1977,ML,,
brocklo01,Lou Gehrig Memorial Award,1977,ML,,
carewro01,Major League Player of the Year,1977,ML,,
carewro01,MVP,1977,AL,,
fostege01,MVP,1977,NL,,
bakerdu01,NLCS MVP,1977,NL,,
carewro01,Roberto Clemente Award,1977,ML,,
campbbi02,Rolaids Relief,1977,AL,,
fingero01,Rolaids Relief,1977,NL,,
dawsoan01,Rookie of the Year,1977,NL,,
murraed02,Rookie of the Year,1977,AL,,
carltst01,TSN Pitcher of the Year,1977,NL,,
ryanno01,TSN Pitcher of the Year,1977,AL,,
jacksre01,WS MVP,1977,ML,,
garvest01,AS MVP,1978,ML,,
dentbu01,Babe Ruth Award,1978,AL,,SS
guidrro01,Cy Young,1978,AL,,
perryga01,Cy Young,1978,NL,,
belanma01,Gold Glove,1978,AL,,SS
boonebo01,Gold Glove,1978,NL,,C
bowala01,Gold Glove,1978,NL,,SS
chambch01,Gold Glove,1978,AL,,1B
evansdw01,Gold Glove,1978,AL,,OF
hernake01,Gold Glove,1978,NL,,1B
lopesda01,Gold Glove,1978,NL,,2B
lynnfr01,Gold Glove,1978,AL,,OF
maddoga01,Gold Glove,1978,NL,,OF
milleri01,Gold Glove,1978,AL,,OF
nettlgr01,Gold Glove,1978,AL,,3B
niekrph01,Gold Glove,1978,NL,,P
palmeji01,Gold Glove,1978,AL,,P
parkeda01,Gold Glove,1978,NL,,OF
schmimi01,Gold Glove,1978,NL,,3B
sundbji01,Gold Glove,1978,AL,,C
valenel01,Gold Glove,1978,NL,,OF
whitefr01,Gold Glove,1978,AL,,2B
stargwi01,Hutch Award,1978,ML,,
kessido01,Lou Gehrig Memorial Award,1978,ML,,
guidrro01,Major League Player of the Year,1978,ML,,
parkeda01,MVP,1978,NL,,
riceji01,MVP,1978,AL,,
garvest01,NLCS MVP,1978,NL,,
luzingr01,Roberto Clemente Award,1978,ML,,
fingero01,Rolaids Relief,1978,NL,,
gossari01,Rolaids Relief,1978,AL,,
hornebo01,Rookie of the Year,1978,NL,,
whitalo01,Rookie of the Year,1978,AL,,
bluevi01,TSN Pitcher of the Year,1978,NL,,
guidrro01,TSN Pitcher of the Year,1978,AL,,
dentbu01,WS MVP,1978,ML,,
parkeda01,AS MVP,1979,ML,,
stargwi01,Babe Ruth Award,1979,NL,,1B
flanami01,Cy Young,1979,AL,,
suttebr01,Cy Young,1979,NL,,
bellbu01,Gold Glove,1979,AL,,3B
boonebo01,Gold Glove,1979,NL,,C
burleri01,Gold Glove,1979,AL,,SS
conceda01,Gold Glove,1979,NL,,SS
coopece01,Gold Glove,1979,AL,,1B
evansdw01,Gold Glove,1979,AL,,OF
hernake01,Gold Glove,1979,NL,,1B
lezcasi01,Gold Glove,1979,AL,,OF
lynnfr01,Gold Glove,1979,AL,,OF
maddoga01,Gold Glove,1979,NL,,OF
niekrph01,Gold Glove,1979,NL,,P
palmeji01,Gold Glove,1979,AL,,P
parkeda01,Gold Glove,1979,NL,,OF
schmimi01,Gold Glove,1979,NL,,3B
sundbji01,Gold Glove,1979,AL,,C
trillma01,Gold Glove,1979,NL,,2B
whitefr01,Gold Glove,1979,AL,,2B
winfida01,Gold Glove,1979,NL,,OF
brocklo01,Hutch Award,1979,ML,,
niekrph01,Lou Gehrig Memorial Award,1979,ML,,
stargwi01,Major League Player of the Year,1979,ML,,
baylodo01,MVP,1979,AL,,
hernake01,MVP,1979,NL,Y,
stargwi01,MVP,1979,NL,Y,
stargwi01,NLCS MVP,1979,NL,,
thornan01,Roberto Clemente Award,1979,ML,,
kernji01,Rolaids Relief,1979,AL,,
suttebr01,Rolaids Relief,1979,NL,,
castijo01,Rookie of the Year,1979,AL,Y,
griffal01,Rookie of the Year,1979,AL,Y,
sutclri01,Rookie of the Year,1979,NL,,
flanami01,TSN Pitcher of the Year,1979,AL,,
niekrjo01,TSN Pitcher of the Year,1979,NL,,
stargwi01,WS MVP,1979,ML,,
whitefr01,ALCS MVP,1980,AL,,
griffke01,AS MVP,1980,ML,,
mcgratu01,Babe Ruth Award,1980,NL,,RP
carltst01,Cy Young,1980,NL,,
stonest01,Cy Young,1980,AL,,
bellbu01,Gold Glove,1980,AL,,3B
cartega01,Gold Glove,1980,NL,,C
coopece01,Gold Glove,1980,AL,,1B
dawsoan01,Gold Glove,1980,NL,,OF
flynndo01,Gold Glove,1980,NL,,2B
hernake01,Gold Glove,1980,NL,,1B
lynnfr01,Gold Glove,1980,AL,,OF
maddoga01,Gold Glove,1980,NL,,OF
murphdw01,Gold Glove,1980,AL,,OF
niekrph01,Gold Glove,1980,NL,,P
norrimi01,Gold Glove,1980,AL,,P
schmimi01,Gold Glove,1980,NL,,3B
smithoz01,Gold Glove,1980,NL,,SS
sundbji01,Gold Glove,1980,AL,,C
trammal01,Gold Glove,1980,AL,,SS
whitefr01,Gold Glove,1980,AL,,2B
wilsowi02,Gold Glove,1980,AL,,OF
winfida01,Gold Glove,1980,NL,,OF
brettge01,Hutch Award,1980,ML,,
perezto01,Lou Gehrig Memorial Award,1980,ML,,
brettge01,Major League Player of the Year,1980,ML,,
brettge01,MVP,1980,AL,,
schmimi01,MVP,1980,NL,,
trillma01,NLCS MVP,1980,NL,,
niekrph01,Roberto Clemente Award,1980,ML,,
fingero01,Rolaids Relief,1980,NL,,
quiseda01,Rolaids Relief,1980,AL,,
charbjo01,Rookie of the Year,1980,AL,,
howest01,Rookie of the Year,1980,NL,,
bakerdu01,Silver Slugger,1980,NL,,OF
brettge01,Silver Slugger,1980,AL,,3B
coopece01,Silver Slugger,1980,AL,,1B
dawsoan01,Silver Slugger,1980,NL,,OF
forscbo01,Silver Slugger,1980,NL,,P
hendrge01,Silver Slugger,1980,NL,,OF
hernake01,Silver Slugger,1980,NL,,1B
jacksre01,Silver Slugger,1980,AL,,DH
oglivbe01,Silver Slugger,1980,AL,,OF
oliveal01,Silver Slugger,1980,AL,,OF
parrila02,Silver Slugger,1980,AL,,C
randowi01,Silver Slugger,1980,AL,,2B
schmimi01,Silver Slugger,1980,NL,,3B
simmote01,Silver Slugger,1980,NL,,C
templga01,Silver Slugger,1980,NL,,SS
trillma01,Silver Slugger,1980,NL,,2B
wilsowi02,Silver Slugger,1980,AL,,OF
yountro01,Silver Slugger,1980,AL,,SS
carltst01,TSN Pitcher of the Year,1980,NL,,
stonest01,TSN Pitcher of the Year,1980,AL,,
schmimi01,WS MVP,1980,ML,,
nettlgr01,ALCS MVP,1981,AL,,
cartega01,AS MVP,1981,ML,,
ceyro01,Babe Ruth Award,1981,NL,,3B
fingero01,Cy Young,1981,AL,,
valenfe01,Cy Young,1981,NL,,
bakerdu01,Gold Glove,1981,NL,,OF
bellbu01,Gold Glove,1981,AL,,3B
carltst01,Gold Glove,1981,NL,,P
cartega01,Gold Glove,1981,NL,,C
dawsoan01,Gold Glove,1981,NL,,OF
evansdw01,Gold Glove,1981,AL,,OF
henderi01,Gold Glove,1981,AL,,OF
hernake01,Gold Glove,1981,NL,,1B
maddoga01,Gold Glove,1981,NL,,OF
murphdw01,Gold Glove,1981,AL,,OF
norrimi01,Gold Glove,1981,AL,,P
schmimi01,Gold Glove,1981,NL,,3B
smithoz01,Gold Glove,1981,NL,,SS
squirmi01,Gold Glove,1981,AL,,1B
sundbji01,Gold Glove,1981,AL,,C
trammal01,Gold Glove,1981,AL,,SS
trillma01,Gold Glove,1981,NL,,2B
whitefr01,Gold Glove,1981,AL,,2B
benchjo01,Hutch Award,1981,ML,,
johnto01,Lou Gehrig Memorial Award,1981,ML,,
valenfe01,Major League Player of the Year,1981,ML,,
fingero01,MVP,1981,AL,,
schmimi01,MVP,1981,NL,,
hootobu01,NLCS MVP,1981,NL,,
garvest01,Roberto Clemente Award,1981,ML,,
fingero01,Rolaids Relief,1981,AL,,
suttebr01,Rolaids Relief,1981,NL,,
righeda01,Rookie of the Year,1981,AL,,
valenfe01,Rookie of the Year,1981,NL,,
bakerdu01,Silver Slugger,1981,NL,,OF
burleri01,Silver Slugger,1981,AL,,SS
cartega01,Silver Slugger,1981,NL,,C
conceda01,Silver Slugger,1981,NL,,SS
coopece01,Silver Slugger,1981,AL,,1B
dawsoan01,Silver Slugger,1981,NL,,OF
evansdw01,Silver Slugger,1981,AL,,OF
fiskca01,Silver Slugger,1981,AL,,C
fostege01,Silver Slugger,1981,NL,,OF
grichbo01,Silver Slugger,1981,AL,,2B
henderi01,Silver Slugger,1981,AL,,OF
lansfca01,Silver Slugger,1981,AL,,3B
oliveal01,Silver Slugger,1981,AL,,DH
rosepe01,Silver Slugger,1981,NL,,1B
schmimi01,Silver Slugger,1981,NL,,3B
trillma01,Silver Slugger,1981,NL,,2B
valenfe01,Silver Slugger,1981,NL,,P
winfida01,Silver Slugger,1981,AL,,OF
morrija02,TSN Pitcher of the Year,1981,AL,,
valenfe01,TSN Pitcher of the Year,1981,NL,,
ceyro01,WS MVP,1981,ML,Y,
guerrpe01,WS MVP,1981,ML,Y,
yeagest01,WS MVP,1981,ML,Y,
lynnfr01,ALCS MVP,1982,AL,,
conceda01,AS MVP,1982,ML,,
suttebr01,Babe Ruth Award,1982,NL,,RP
carltst01,Cy Young,1982,NL,,
vuckope01,Cy Young,1982,AL,,
bellbu01,Gold Glove,1982,AL,,3B
boonebo01,Gold Glove,1982,AL,,C
cartega01,Gold Glove,1982,NL,,C
dawsoan01,Gold Glove,1982,NL,,OF
evansdw01,Gold Glove,1982,AL,,OF
guidrro01,Gold Glove,1982,AL,,P
hernake01,Gold Glove,1982,NL,,1B
maddoga01,Gold Glove,1982,NL,,OF
murphda05,Gold Glove,1982,NL,,OF
murphdw01,Gold Glove,1982,AL,,OF
murraed02,Gold Glove,1982,AL,,1B
niekrph01,Gold Glove,1982,NL,,P
schmimi01,Gold Glove,1982,NL,,3B
smithoz01,Gold Glove,1982,NL,,SS
trillma01,Gold Glove,1982,NL,,2B
whitefr01,Gold Glove,1982,AL,,2B
winfida01,Gold Glove,1982,AL,,OF
yountro01,Gold Glove,1982,AL,,SS
thornan01,Hutch Award,1982,ML,,
ceyro01,Lou Gehrig Memorial Award,1982,ML,,
yountro01,Major League Player of the Year,1982,ML,,
murphda05,MVP,1982,NL,,
yountro01,MVP,1982,AL,,
porteda02,NLCS MVP,1982,NL,,
singlke01,Roberto Clemente Award,1982,ML,,
quiseda01,Rolaids Relief,1982,AL,,
suttebr01,Rolaids Relief,1982,NL,,
ripkeca01,Rookie of the Year,1982,AL,,
saxst01,Rookie of the Year,1982,NL,,
cartega01,Silver Slugger,1982,NL,,C
conceda01,Silver Slugger,1982,NL,,SS
coopece01,Silver Slugger,1982,AL,,1B
decindo01,Silver Slugger,1982,AL,,3B
durhale01,Silver Slugger,1982,NL,,OF
garcida01,Silver Slugger,1982,AL,,2B
guerrpe01,Silver Slugger,1982,NL,,OF
jacksre01,Silver Slugger,1982,AL,,OF
mcraeha01,Silver Slugger,1982,AL,,DH
morgajo02,Silver Slugger,1982,NL,,2B
murphda05,Silver Slugger,1982,NL,,OF
oliveal01,Silver Slugger,1982,NL,,1B
parrila02,Silver Slugger,1982,AL,,C
robindo01,Silver Slugger,1982,NL,,P
schmimi01,Silver Slugger,1982,NL,,3B
wilsowi02,Silver Slugger,1982,AL,,OF
winfida01,Silver Slugger,1982,AL,,OF
yountro01,Silver Slugger,1982,AL,,SS
carltst01,TSN Pitcher of the Year,1982,NL,,
stiebda01,TSN Pitcher of the Year,1982,AL,,
porteda02,WS MVP,1982,ML,,
boddimi01,ALCS MVP,1983,AL,,
lynnfr01,AS MVP,1983,ML,,
dempsri01,Babe Ruth Award,1983,AL,,C
dennyjo01,Cy Young,1983,NL,,
hoytla01,Cy Young,1983,AL,,
bellbu01,Gold Glove,1983,AL,,3B
dawsoan01,Gold Glove,1983,NL,,OF
evansdw01,Gold Glove,1983,AL,,OF
guidrro01,Gold Glove,1983,AL,,P
hernake01,Gold Glove,1983,NL,,1B
mcgeewi01,Gold Glove,1983,NL,,OF
murphda05,Gold Glove,1983,NL,,OF
murphdw01,Gold Glove,1983,AL,,OF
murraed02,Gold Glove,1983,AL,,1B
niekrph01,Gold Glove,1983,NL,,P
parrila02,Gold Glove,1983,AL,,C
penato01,Gold Glove,1983,NL,,C
sandbry01,Gold Glove,1983,NL,,2B
schmimi01,Gold Glove,1983,NL,,3B
smithoz01,Gold Glove,1983,NL,,SS
trammal01,Gold Glove,1983,AL,,SS
whitalo01,Gold Glove,1983,AL,,2B
winfida01,Gold Glove,1983,AL,,OF
knighra01,Hutch Award,1983,ML,,
schmimi01,Lou Gehrig Memorial Award,1983,ML,,
ripkeca01,Major League Player of the Year,1983,ML,,
murphda05,MVP,1983,NL,,
ripkeca01,MVP,1983,AL,,
matthga01,NLCS MVP,1983,NL,,
coopece01,Roberto Clemente Award,1983,ML,,
hollaal01,Rolaids Relief,1983,NL,,
quiseda01,Rolaids Relief,1983,AL,,
kittlro01,Rookie of the Year,1983,AL,,
strawda01,Rookie of the Year,1983,NL,,
baylodo01,Silver Slugger,1983,AL,,DH
boggswa01,Silver Slugger,1983,AL,,3B
cruzjo01,Silver Slugger,1983,NL,,OF
dawsoan01,Silver Slugger,1983,NL,,OF
hendrge01,Silver Slugger,1983,NL,,1B
kennete02,Silver Slugger,1983,NL,,C
mosebll01,Silver Slugger,1983,AL,,OF
murphda05,Silver Slugger,1983,NL,,OF
murraed02,Silver Slugger,1983,AL,,1B
parrila02,Silver Slugger,1983,AL,,C
rayjo01,Silver Slugger,1983,NL,,2B
riceji01,Silver Slugger,1983,AL,,OF
ripkeca01,Silver Slugger,1983,AL,,SS
schmimi01,Silver Slugger,1983,NL,,3B
thondi01,Silver Slugger,1983,NL,,SS
valenfe01,Silver Slugger,1983,NL,,P
whitalo01,Silver Slugger,1983,AL,,2B
winfida01,Silver Slugger,1983,AL,,OF
dennyjo01,TSN Pitcher of the Year,1983,NL,,
hoytla01,TSN Pitcher of the Year,1983,AL,,
dempsri01,WS MVP,1983,ML,,
gibsoki01,ALCS MVP,1984,AL,,
cartega01,AS MVP,1984,ML,,
morrija02,Babe Ruth Award,1984,AL,,P
hernawi01,Cy Young,1984,AL,,
sutclri01,Cy Young,1984,NL,,
andujjo01,Gold Glove,1984,NL,,P
bellbu01,Gold Glove,1984,AL,,3B
dawsoan01,Gold Glove,1984,NL,,OF
dernibo01,Gold Glove,1984,NL,,OF
evansdw01,Gold Glove,1984,AL,,OF
guidrro01,Gold Glove,1984,AL,,P
hernake01,Gold Glove,1984,NL,,1B
murphda05,Gold Glove,1984,NL,,OF
murphdw01,Gold Glove,1984,AL,,OF
murraed02,Gold Glove,1984,AL,,1B
parrila02,Gold Glove,1984,AL,,C
penato01,Gold Glove,1984,NL,,C
sandbry01,Gold Glove,1984,NL,,2B
schmimi01,Gold Glove,1984,NL,,3B
smithoz01,Gold Glove,1984,NL,,SS
trammal01,Gold Glove,1984,AL,,SS
whitalo01,Gold Glove,1984,AL,,2B
winfida01,Gold Glove,1984,AL,,OF
robindo01,Hutch Award,1984,ML,,
garvest01,Lou Gehrig Memorial Award,1984,ML,,
sandbry01,Major League Player of the Year,1984,ML,,
hernawi01,MVP,1984,AL,,
sandbry01,MVP,1984,NL,,
garvest01,NLCS MVP,1984,NL,,
guidrro01,Roberto Clemente Award,1984,ML,,
quiseda01,Rolaids Relief,1984,AL,,
suttebr01,Rolaids Relief,1984,NL,,
davisal01,Rookie of the Year,1984,AL,,
goodedw01,Rookie of the Year,1984,NL,,
armasto01,Silver Slugger,1984,AL,,OF
bellbu01,Silver Slugger,1984,AL,,3B
cartega01,Silver Slugger,1984,NL,,C
cruzjo01,Silver Slugger,1984,NL,,OF
gwynnto01,Silver Slugger,1984,NL,,OF
hernake01,Silver Slugger,1984,NL,,1B
murphda05,Silver Slugger,1984,NL,,OF
murraed02,Silver Slugger,1984,AL,,1B
parrila02,Silver Slugger,1984,AL,,C
rhoderi01,Silver Slugger,1984,NL,,P
riceji01,Silver Slugger,1984,AL,,OF
ripkeca01,Silver Slugger,1984,AL,,SS
sandbry01,Silver Slugger,1984,NL,,2B
schmimi01,Silver Slugger,1984,NL,,3B
templga01,Silver Slugger,1984,NL,,SS
thornan01,Silver Slugger,1984,AL,,DH
whitalo01,Silver Slugger,1984,AL,,2B
winfida01,Silver Slugger,1984,AL,,OF
hernawi01,TSN Pitcher of the Year,1984,AL,,
sutclri01,TSN Pitcher of the Year,1984,NL,,
trammal01,WS MVP,1984,ML,,
brettge01,ALCS MVP,1985,AL,,
hoytla01,AS MVP,1985,ML,,
saberbr01,Babe Ruth Award,1985,AL,,P
goodedw01,Cy Young,1985,NL,,
saberbr01,Cy Young,1985,AL,,
brettge01,Gold Glove,1985,AL,,3B
dawsoan01,Gold Glove,1985,NL,,OF
evansdw01,Gold Glove,1985,AL,Y,OF
griffal01,Gold Glove,1985,AL,,SS
guidrro01,Gold Glove,1985,AL,,P
hernake01,Gold Glove,1985,NL,,1B
mattido01,Gold Glove,1985,AL,,1B
mcgeewi01,Gold Glove,1985,NL,,OF
murphda05,Gold Glove,1985,NL,,OF
murphdw01,Gold Glove,1985,AL,Y,OF
parrila02,Gold Glove,1985,AL,,C
penato01,Gold Glove,1985,NL,,C
pettiga01,Gold Glove,1985,AL,,OF
reuscri01,Gold Glove,1985,NL,,P
sandbry01,Gold Glove,1985,NL,,2B
smithoz01,Gold Glove,1985,NL,,SS
wallati01,Gold Glove,1985,NL,,3B
whitalo01,Gold Glove,1985,AL,,2B
winfida01,Gold Glove,1985,AL,,OF
reuscri01,Hutch Award,1985,ML,,
murphda05,Lou Gehrig Memorial Award,1985,ML,,
mattido01,Major League Player of the Year,1985,ML,,
mattido01,MVP,1985,AL,,
mcgeewi01,MVP,1985,NL,,
smithoz01,NLCS MVP,1985,NL,,
baylodo01,Roberto Clemente Award,1985,ML,,
quiseda01,Rolaids Relief,1985,AL,,
reardje01,Rolaids Relief,1985,NL,,
colemvi01,Rookie of the Year,1985,NL,,
guilloz01,Rookie of the Year,1985,AL,,
baylodo01,Silver Slugger,1985,AL,,DH
bellge02,Silver Slugger,1985,AL,,OF
brettge01,Silver Slugger,1985,AL,,3B
brookhu01,Silver Slugger,1985,NL,,SS
cartega01,Silver Slugger,1985,NL,,C
clarkja01,Silver Slugger,1985,NL,,1B
fiskca01,Silver Slugger,1985,AL,,C
henderi01,Silver Slugger,1985,AL,,OF
mattido01,Silver Slugger,1985,AL,,1B
mcgeewi01,Silver Slugger,1985,NL,,OF
